RevenueTransactionID,FinancialYear,TransactionDate,RegionCode,RevenueCentre,RevenueStream,CustomerCategory,ReceiptReference,BudgetedRevenue,ActualRevenue,Variance,CollectionChannel,ReconciliationStatus,BankingDate,DaysToBank,ResponsibleRole,ExceptionFlag,Month,FYMonthNumber
REV-000576,FY2024/2025,2024-07-23,RG-03,CC-027,Service Fees,International Organisation,RCP-565753,556000,423000,-133000,MPESA,Reconciled,2024-08-05,13,Revenue Manager,Yes,July,1
REV-000577,FY2024/2025,2025-05-02,RG-01,CC-002,Inspection Fees,Private Company,RCP-974658,360000,380000,20000,Cheque,Reconciled,2025-05-12,10,Revenue Manager,Yes,May,11
REV-000578,FY2024/2025,2025-01-23,RG-02,CC-029,Training Fees,Private Company,RCP-639008,156000,139000,-17000,Cash,Pending,2025-02-04,12,Revenue Manager,Yes,January,7
REV-000579,FY2024/2025,2024-09-19,RG-01,CC-004,Training Fees,International Organisation,RCP-738937,557000,616000,59000,Bank Transfer,Reconciled,2024-10-01,12,Revenue Manager,Yes,September,3
REV-000580,FY2024/2025,2025-01-20,RG-04,CC-017,Training Fees,NGO,RCP-434077,620000,528000,-92000,MPESA,Reconciled,2025-01-26,6,Revenue Manager,Yes,January,7
REV-000581,FY2024/2025,2024-10-15,RG-01,CC-008,Consultancy Income,NGO,RCP-776517,441000,299000,-142000,MPESA,Reconciled,2024-10-24,9,Revenue Manager,Yes,October,4
REV-000582,FY2024/2025,2025-04-28,RG-01,CC-007,Publication Sales,International Organisation,RCP-923278,171000,173000,2000,MPESA,Unreconciled,2025-04-28,0,Revenue Manager,No,April,10
REV-000583,FY2024/2025,2024-10-21,RG-05,CC-018,Consultancy Income,Private Company,RCP-444508,707000,725000,18000,MPESA,Unreconciled,2024-10-30,9,Revenue Manager,Yes,October,4
REV-000584,FY2024/2025,2025-03-10,RG-01,CC-002,Publication Sales,NGO,RCP-968072,547000,534000,-13000,Online Portal,Reconciled,2025-03-10,0,Revenue Manager,No,March,9
REV-000585,FY2024/2025,2025-03-23,RG-01,CC-006,Consultancy Income,Government Agency,RCP-998824,120000,113000,-7000,Cash,Reconciled,2025-04-04,12,Revenue Manager,Yes,March,9
REV-000586,FY2024/2025,2025-06-01,RG-01,CC-011,Licensing Fees,Individual,RCP-916647,672000,559000,-113000,Online Portal,Reconciled,2025-06-08,7,Revenue Manager,Yes,June,12
REV-000587,FY2024/2025,2024-11-14,RG-01,CC-008,Consultancy Income,Government Agency,RCP-390978,654000,479000,-175000,Cash,Unreconciled,2024-11-16,2,Revenue Manager,No,November,5
REV-000588,FY2024/2025,2025-04-04,RG-01,CC-012,Facility Hire,Individual,RCP-966658,456000,491000,35000,MPESA,Reconciled,2025-04-14,10,Revenue Manager,Yes,April,10
REV-000589,FY2024/2025,2024-08-24,RG-04,CC-025,Inspection Fees,Private Company,RCP-945218,725000,787000,62000,Bank Transfer,Reconciled,2024-09-04,11,Revenue Manager,Yes,August,2
REV-000590,FY2024/2025,2025-02-23,RG-03,CC-027,Service Fees,NGO,RCP-686073,165000,136000,-29000,Bank Transfer,Reconciled,2025-03-08,13,Revenue Manager,Yes,February,8
REV-000591,FY2024/2025,2024-09-12,RG-01,CC-012,Publication Sales,NGO,RCP-375939,750000,665000,-85000,Bank Transfer,Reconciled,2024-09-14,2,Revenue Manager,No,September,3
REV-000592,FY2024/2025,2025-04-12,RG-01,CC-005,Publication Sales,Government Agency,RCP-727665,667000,540000,-127000,Bank Transfer,Reconciled,2025-04-25,13,Revenue Manager,Yes,April,10
REV-000593,FY2024/2025,2024-09-13,RG-01,CC-032,Publication Sales,Individual,RCP-611522,362000,380000,18000,Cheque,Unreconciled,2024-09-19,6,Revenue Manager,Yes,September,3
REV-000594,FY2024/2025,2024-09-30,RG-07,CC-020,Consultancy Income,Individual,RCP-595862,277000,265000,-12000,Online Portal,Reconciled,2024-10-07,7,Revenue Manager,Yes,September,3
REV-000595,FY2024/2025,2025-04-29,RG-02,CC-028,Licensing Fees,Private Company,RCP-244807,346000,246000,-100000,Cash,Reconciled,2025-04-30,1,Revenue Manager,No,April,10
REV-000596,FY2024/2025,2024-12-19,RG-01,CC-002,Inspection Fees,International Organisation,RCP-801574,477000,418000,-59000,Bank Transfer,Pending,2024-12-30,11,Revenue Manager,Yes,December,6
REV-000597,FY2024/2025,2024-12-04,RG-02,CC-015,Inspection Fees,Private Company,RCP-586256,687000,807000,120000,MPESA,Pending,2024-12-13,9,Revenue Manager,Yes,December,6
REV-000598,FY2024/2025,2025-02-25,RG-01,CC-012,Consultancy Income,NGO,RCP-851326,415000,370000,-45000,MPESA,Reconciled,2025-02-26,1,Revenue Manager,No,February,8
REV-000599,FY2024/2025,2024-12-21,RG-08,CC-021,Facility Hire,Private Company,RCP-804006,705000,619000,-86000,Cheque,Reconciled,2025-01-02,12,Revenue Manager,Yes,December,6
REV-000600,FY2024/2025,2025-02-16,RG-02,CC-022,Inspection Fees,Government Agency,RCP-697333,720000,587000,-133000,Cheque,Unreconciled,2025-02-21,5,Revenue Manager,No,February,8
REV-000601,FY2024/2025,2024-12-15,RG-04,CC-025,Consultancy Income,Government Agency,RCP-491389,189000,145000,-44000,MPESA,Pending,2024-12-19,4,Revenue Manager,No,December,6
REV-000602,FY2024/2025,2024-07-26,RG-04,CC-017,Training Fees,Private Company,RCP-404481,261000,227000,-34000,MPESA,Pending,2024-08-01,6,Revenue Manager,Yes,July,1
REV-000603,FY2024/2025,2024-12-22,RG-04,CC-025,Training Fees,NGO,RCP-506387,460000,499000,39000,Bank Transfer,Reconciled,2025-01-04,13,Revenue Manager,Yes,December,6
REV-000604,FY2024/2025,2025-04-02,RG-01,CC-004,Certification Fees,Government Agency,RCP-738898,429000,380000,-49000,Bank Transfer,Reconciled,2025-04-05,3,Revenue Manager,No,April,10
REV-000605,FY2024/2025,2025-03-04,RG-07,CC-030,Inspection Fees,International Organisation,RCP-352904,433000,405000,-28000,Online Portal,Reconciled,2025-03-17,13,Revenue Manager,Yes,March,9
REV-000606,FY2024/2025,2024-11-19,RG-01,CC-031,Certification Fees,Individual,RCP-565449,199000,184000,-15000,MPESA,Reconciled,2024-11-21,2,Revenue Manager,No,November,5
REV-000607,FY2024/2025,2024-09-27,RG-01,CC-008,Facility Hire,Individual,RCP-926203,714000,389000,-325000,Online Portal,Reconciled,2024-10-05,8,Revenue Manager,Yes,September,3
REV-000608,FY2024/2025,2024-07-30,RG-02,CC-029,Consultancy Income,NGO,RCP-920293,309000,369000,60000,Cheque,Reconciled,2024-08-02,3,Revenue Manager,No,July,1
REV-000609,FY2024/2025,2025-01-20,RG-03,CC-027,Training Fees,Private Company,RCP-886636,436000,432000,-4000,MPESA,Reconciled,2025-01-26,6,Revenue Manager,Yes,January,7
REV-000610,FY2024/2025,2024-11-15,RG-01,CC-005,Certification Fees,Private Company,RCP-750570,106000,103000,-3000,Cash,Reconciled,2024-11-22,7,Revenue Manager,Yes,November,5
REV-000611,FY2024/2025,2025-03-13,RG-02,CC-029,Consultancy Income,Government Agency,RCP-125063,642000,621000,-21000,MPESA,Reconciled,2025-03-13,0,Revenue Manager,No,March,9
REV-000612,FY2024/2025,2024-11-13,RG-01,CC-004,Service Fees,NGO,RCP-772182,709000,629000,-80000,MPESA,Reconciled,2024-11-15,2,Revenue Manager,No,November,5
REV-000613,FY2024/2025,2024-09-15,RG-03,CC-027,Certification Fees,International Organisation,RCP-535553,147000,111000,-36000,Online Portal,Reconciled,2024-09-24,9,Revenue Manager,Yes,September,3
REV-000614,FY2024/2025,2024-11-24,RG-04,CC-017,Facility Hire,Government Agency,RCP-185363,747000,789000,42000,Cash,Reconciled,2024-11-29,5,Revenue Manager,No,November,5
REV-000615,FY2024/2025,2024-08-25,RG-01,CC-009,Consultancy Income,Private Company,RCP-815495,667000,558000,-109000,Cheque,Reconciled,2024-08-26,1,Revenue Manager,No,August,2
REV-000616,FY2024/2025,2025-01-19,RG-02,CC-022,Training Fees,Government Agency,RCP-564662,304000,276000,-28000,MPESA,Reconciled,2025-01-21,2,Revenue Manager,No,January,7
REV-000617,FY2024/2025,2025-04-17,RG-02,CC-022,Facility Hire,International Organisation,RCP-773760,219000,203000,-16000,Cheque,Reconciled,2025-04-27,10,Revenue Manager,Yes,April,10
REV-000618,FY2024/2025,2024-09-09,RG-01,CC-013,Certification Fees,Government Agency,RCP-981268,300000,233000,-67000,Cash,Reconciled,2024-09-12,3,Revenue Manager,No,September,3
REV-000619,FY2024/2025,2024-12-16,RG-04,CC-025,Facility Hire,Government Agency,RCP-308242,227000,141000,-86000,MPESA,Unreconciled,2024-12-25,9,Revenue Manager,Yes,December,6
REV-000620,FY2024/2025,2025-03-30,RG-06,CC-019,Facility Hire,NGO,RCP-309649,302000,231000,-71000,MPESA,Reconciled,2025-04-10,11,Revenue Manager,Yes,March,9
REV-000621,FY2024/2025,2024-12-15,RG-03,CC-027,Service Fees,International Organisation,RCP-534956,151000,128000,-23000,Online Portal,Reconciled,2024-12-21,6,Revenue Manager,Yes,December,6
REV-000622,FY2024/2025,2025-01-17,RG-02,CC-029,Licensing Fees,NGO,RCP-251869,677000,657000,-20000,Bank Transfer,Reconciled,2025-01-18,1,Revenue Manager,No,January,7
REV-000623,FY2024/2025,2025-05-15,RG-02,CC-029,Consultancy Income,Individual,RCP-470601,609000,572000,-37000,Cash,Reconciled,2025-05-27,12,Revenue Manager,Yes,May,11
REV-000624,FY2024/2025,2025-04-03,RG-03,CC-027,Service Fees,International Organisation,RCP-403085,184000,132000,-52000,Cash,Reconciled,2025-04-12,9,Revenue Manager,Yes,April,10
REV-000625,FY2024/2025,2025-06-05,RG-01,CC-009,Licensing Fees,International Organisation,RCP-257954,603000,535000,-68000,MPESA,Pending,2025-06-16,11,Revenue Manager,Yes,June,12
REV-000626,FY2024/2025,2025-03-17,RG-07,CC-020,Training Fees,International Organisation,RCP-553539,202000,165000,-37000,MPESA,Reconciled,2025-03-20,3,Revenue Manager,No,March,9
REV-000627,FY2024/2025,2025-05-06,RG-01,CC-009,Certification Fees,NGO,RCP-556143,453000,339000,-114000,Cash,Reconciled,2025-05-10,4,Revenue Manager,No,May,11
REV-000628,FY2024/2025,2024-12-29,RG-01,CC-009,Training Fees,Government Agency,RCP-978512,728000,838000,110000,Online Portal,Reconciled,2025-01-04,6,Revenue Manager,Yes,December,6
REV-000629,FY2024/2025,2024-10-17,RG-01,CC-001,Certification Fees,NGO,RCP-952531,673000,563000,-110000,Bank Transfer,Reconciled,2024-10-17,0,Revenue Manager,No,October,4
REV-000630,FY2024/2025,2025-02-14,RG-05,CC-024,Consultancy Income,Private Company,RCP-792768,477000,372000,-105000,Bank Transfer,Unreconciled,2025-02-21,7,Revenue Manager,Yes,February,8
REV-000631,FY2024/2025,2025-03-28,RG-02,CC-015,Training Fees,NGO,RCP-982721,236000,197000,-39000,MPESA,Reconciled,2025-04-08,11,Revenue Manager,Yes,March,9
REV-000632,FY2024/2025,2024-12-26,RG-01,CC-008,Licensing Fees,NGO,RCP-245921,227000,178000,-49000,Online Portal,Reconciled,2024-12-31,5,Revenue Manager,No,December,6
REV-000633,FY2024/2025,2024-08-27,RG-02,CC-022,Licensing Fees,International Organisation,RCP-775542,793000,457000,-336000,Bank Transfer,Reconciled,2024-09-06,10,Revenue Manager,Yes,August,2
REV-000634,FY2024/2025,2025-01-19,RG-04,CC-017,Certification Fees,International Organisation,RCP-789482,703000,630000,-73000,Cash,Reconciled,2025-02-01,13,Revenue Manager,Yes,January,7
REV-000635,FY2024/2025,2025-04-23,RG-01,CC-003,Inspection Fees,International Organisation,RCP-373541,348000,299000,-49000,Cash,Reconciled,2025-04-27,4,Revenue Manager,No,April,10
REV-000636,FY2024/2025,2025-01-05,RG-02,CC-022,Licensing Fees,International Organisation,RCP-406806,388000,274000,-114000,Bank Transfer,Reconciled,2025-01-18,13,Revenue Manager,Yes,January,7
REV-000637,FY2024/2025,2024-09-29,RG-03,CC-027,Publication Sales,Individual,RCP-857489,644000,555000,-89000,Cheque,Reconciled,2024-10-04,5,Revenue Manager,No,September,3
REV-000638,FY2024/2025,2025-03-11,RG-01,CC-003,Licensing Fees,Individual,RCP-747785,138000,114000,-24000,Cash,Reconciled,2025-03-23,12,Revenue Manager,Yes,March,9
REV-000639,FY2024/2025,2024-10-07,RG-01,CC-003,Inspection Fees,Government Agency,RCP-406513,717000,460000,-257000,MPESA,Reconciled,2024-10-12,5,Revenue Manager,No,October,4
REV-000640,FY2024/2025,2024-07-13,RG-01,CC-014,Licensing Fees,Private Company,RCP-578171,331000,304000,-27000,Cash,Reconciled,2024-07-18,5,Revenue Manager,No,July,1
REV-000641,FY2024/2025,2024-11-05,RG-03,CC-027,Licensing Fees,International Organisation,RCP-756244,227000,186000,-41000,Cheque,Reconciled,2024-11-14,9,Revenue Manager,Yes,November,5
REV-000642,FY2024/2025,2025-03-10,RG-01,CC-005,Inspection Fees,Government Agency,RCP-543932,350000,289000,-61000,Cheque,Reconciled,2025-03-13,3,Revenue Manager,No,March,9
REV-000643,FY2024/2025,2024-11-03,RG-08,CC-021,Inspection Fees,International Organisation,RCP-932376,367000,268000,-99000,Online Portal,Unreconciled,2024-11-04,1,Revenue Manager,No,November,5
REV-000644,FY2024/2025,2025-02-21,RG-01,CC-003,Consultancy Income,Private Company,RCP-568818,257000,188000,-69000,MPESA,Reconciled,2025-02-24,3,Revenue Manager,No,February,8
REV-000645,FY2024/2025,2025-06-28,RG-01,CC-009,Training Fees,Private Company,RCP-983327,683000,589000,-94000,Cheque,Reconciled,2025-07-05,7,Revenue Manager,Yes,June,12
REV-000646,FY2024/2025,2024-12-03,RG-01,CC-012,Training Fees,Government Agency,RCP-445208,137000,92000,-45000,Online Portal,Reconciled,2024-12-11,8,Revenue Manager,Yes,December,6
REV-000647,FY2024/2025,2024-09-26,RG-06,CC-019,Certification Fees,Private Company,RCP-521233,139000,132000,-7000,Bank Transfer,Pending,2024-10-03,7,Revenue Manager,Yes,September,3
REV-000648,FY2024/2025,2024-08-29,RG-01,CC-013,Inspection Fees,Individual,RCP-167910,384000,344000,-40000,Cheque,Reconciled,2024-08-31,2,Revenue Manager,No,August,2
REV-000649,FY2024/2025,2025-01-26,RG-02,CC-029,Licensing Fees,Individual,RCP-332658,329000,260000,-69000,Cash,Reconciled,2025-02-08,13,Revenue Manager,Yes,January,7
REV-000650,FY2024/2025,2024-12-14,RG-01,CC-013,Certification Fees,NGO,RCP-271546,137000,132000,-5000,Bank Transfer,Reconciled,2024-12-26,12,Revenue Manager,Yes,December,6
REV-000651,FY2024/2025,2025-06-21,RG-03,CC-016,Consultancy Income,International Organisation,RCP-340086,168000,203000,35000,Cheque,Reconciled,2025-06-25,4,Revenue Manager,No,June,12
REV-000652,FY2024/2025,2024-07-23,RG-01,CC-032,Facility Hire,NGO,RCP-785212,515000,437000,-78000,Online Portal,Reconciled,2024-07-28,5,Revenue Manager,No,July,1
REV-000653,FY2024/2025,2025-04-17,RG-01,CC-008,Certification Fees,Individual,RCP-209756,297000,230000,-67000,Cheque,Reconciled,2025-04-28,11,Revenue Manager,Yes,April,10
REV-000654,FY2024/2025,2025-03-09,RG-02,CC-015,Licensing Fees,NGO,RCP-927390,387000,347000,-40000,Bank Transfer,Reconciled,2025-03-12,3,Revenue Manager,No,March,9
REV-000655,FY2024/2025,2025-03-02,RG-01,CC-004,Consultancy Income,Private Company,RCP-500856,687000,625000,-62000,Cheque,Pending,2025-03-05,3,Revenue Manager,No,February,8
REV-000656,FY2024/2025,2024-10-20,RG-07,CC-030,Publication Sales,NGO,RCP-606100,449000,360000,-89000,MPESA,Reconciled,2024-10-22,2,Revenue Manager,No,October,4
REV-000657,FY2024/2025,2024-10-10,RG-01,CC-014,Certification Fees,International Organisation,RCP-847968,483000,392000,-91000,Cash,Pending,2024-10-18,8,Revenue Manager,Yes,October,4
REV-000658,FY2024/2025,2025-04-01,RG-01,CC-008,Inspection Fees,International Organisation,RCP-690241,188000,150000,-38000,Bank Transfer,Reconciled,2025-04-04,3,Revenue Manager,No,April,10
REV-000659,FY2024/2025,2024-09-17,RG-01,CC-012,Training Fees,NGO,RCP-232654,242000,286000,44000,Cash,Pending,2024-10-01,14,Revenue Manager,Yes,September,3
REV-000660,FY2024/2025,2024-09-03,RG-06,CC-019,Certification Fees,Individual,RCP-825658,300000,301000,1000,MPESA,Reconciled,2024-09-13,10,Revenue Manager,Yes,September,3
REV-000661,FY2024/2025,2025-04-12,RG-01,CC-006,Facility Hire,Individual,RCP-388701,305000,269000,-36000,Online Portal,Reconciled,2025-04-16,4,Revenue Manager,No,April,10
REV-000662,FY2024/2025,2024-11-18,RG-04,CC-025,Publication Sales,Government Agency,RCP-293561,557000,557000,0,Bank Transfer,Unreconciled,2024-12-02,14,Revenue Manager,Yes,November,5
REV-000663,FY2024/2025,2024-10-26,RG-02,CC-022,Consultancy Income,Government Agency,RCP-549160,483000,474000,-9000,Online Portal,Reconciled,2024-11-07,12,Revenue Manager,Yes,October,4
REV-000664,FY2024/2025,2025-04-02,RG-01,CC-023,Inspection Fees,International Organisation,RCP-437735,299000,252000,-47000,Cheque,Reconciled,2025-04-15,13,Revenue Manager,Yes,April,10
REV-000665,FY2024/2025,2024-10-25,RG-01,CC-010,Facility Hire,NGO,RCP-971581,403000,460000,57000,Bank Transfer,Reconciled,2024-11-06,12,Revenue Manager,Yes,October,4
REV-000666,FY2024/2025,2025-05-17,RG-01,CC-003,Inspection Fees,Government Agency,RCP-632160,187000,213000,26000,Cheque,Reconciled,2025-05-17,0,Revenue Manager,No,May,11
REV-000667,FY2024/2025,2024-11-04,RG-03,CC-016,Certification Fees,Government Agency,RCP-620788,633000,514000,-119000,Online Portal,Reconciled,2024-11-15,11,Revenue Manager,Yes,November,5
REV-000668,FY2024/2025,2024-12-14,RG-05,CC-024,Certification Fees,Individual,RCP-281549,648000,627000,-21000,MPESA,Reconciled,2024-12-19,5,Revenue Manager,No,December,6
REV-000669,FY2024/2025,2025-05-26,RG-05,CC-018,Publication Sales,Private Company,RCP-521225,561000,665000,104000,MPESA,Reconciled,2025-05-31,5,Revenue Manager,No,May,11
REV-000670,FY2024/2025,2025-05-03,RG-01,CC-005,Facility Hire,NGO,RCP-900172,796000,570000,-226000,Bank Transfer,Reconciled,2025-05-14,11,Revenue Manager,Yes,May,11
REV-000671,FY2024/2025,2024-09-30,RG-04,CC-025,Publication Sales,Government Agency,RCP-963358,429000,342000,-87000,Online Portal,Reconciled,2024-10-08,8,Revenue Manager,Yes,September,3
REV-000672,FY2024/2025,2024-12-26,RG-04,CC-026,Inspection Fees,Individual,RCP-425211,256000,216000,-40000,MPESA,Reconciled,2025-01-04,9,Revenue Manager,Yes,December,6
REV-000673,FY2024/2025,2024-07-25,RG-01,CC-012,Facility Hire,Government Agency,RCP-985907,784000,752000,-32000,Bank Transfer,Reconciled,2024-08-03,9,Revenue Manager,Yes,July,1
REV-000674,FY2024/2025,2024-11-06,RG-02,CC-015,Certification Fees,NGO,RCP-313407,223000,186000,-37000,Cheque,Reconciled,2024-11-13,7,Revenue Manager,Yes,November,5
REV-000675,FY2024/2025,2024-09-08,RG-01,CC-006,Inspection Fees,International Organisation,RCP-175531,350000,305000,-45000,MPESA,Pending,2024-09-16,8,Revenue Manager,Yes,September,3
REV-000676,FY2024/2025,2024-08-25,RG-01,CC-008,Publication Sales,Government Agency,RCP-826084,785000,728000,-57000,Online Portal,Reconciled,2024-09-04,10,Revenue Manager,Yes,August,2
REV-000677,FY2024/2025,2025-02-10,RG-01,CC-011,Certification Fees,Individual,RCP-275019,685000,656000,-29000,Cash,Reconciled,2025-02-24,14,Revenue Manager,Yes,February,8
REV-000678,FY2024/2025,2025-02-05,RG-05,CC-024,Training Fees,Private Company,RCP-487749,700000,696000,-4000,Cash,Pending,2025-02-15,10,Revenue Manager,Yes,February,8
REV-000679,FY2024/2025,2024-09-19,RG-01,CC-005,Facility Hire,NGO,RCP-298869,772000,702000,-70000,Bank Transfer,Unreconciled,2024-09-26,7,Revenue Manager,Yes,September,3
REV-000680,FY2024/2025,2025-03-16,RG-02,CC-028,Inspection Fees,Private Company,RCP-193581,351000,283000,-68000,Bank Transfer,Reconciled,2025-03-19,3,Revenue Manager,No,March,9
REV-000681,FY2024/2025,2024-12-14,RG-02,CC-022,Training Fees,NGO,RCP-913881,367000,344000,-23000,Online Portal,Reconciled,2024-12-22,8,Revenue Manager,Yes,December,6
REV-000682,FY2024/2025,2024-09-07,RG-01,CC-011,Licensing Fees,NGO,RCP-700816,587000,566000,-21000,Cash,Reconciled,2024-09-13,6,Revenue Manager,Yes,September,3
REV-000683,FY2024/2025,2025-02-24,RG-01,CC-012,Certification Fees,Individual,RCP-754069,450000,411000,-39000,Bank Transfer,Reconciled,2025-03-01,5,Revenue Manager,No,February,8
REV-000684,FY2024/2025,2025-01-13,RG-05,CC-018,Inspection Fees,NGO,RCP-978789,625000,488000,-137000,Cash,Reconciled,2025-01-21,8,Revenue Manager,Yes,January,7
REV-000685,FY2024/2025,2025-04-16,RG-01,CC-012,Facility Hire,International Organisation,RCP-509400,499000,541000,42000,Online Portal,Reconciled,2025-04-27,11,Revenue Manager,Yes,April,10
REV-000686,FY2024/2025,2025-02-27,RG-01,CC-031,Licensing Fees,International Organisation,RCP-838800,175000,169000,-6000,Cheque,Pending,2025-02-27,0,Revenue Manager,No,February,8
REV-000687,FY2024/2025,2024-12-05,RG-08,CC-021,Inspection Fees,Government Agency,RCP-636343,706000,743000,37000,Online Portal,Reconciled,2024-12-11,6,Revenue Manager,Yes,December,6
REV-000688,FY2024/2025,2024-11-05,RG-06,CC-019,Training Fees,Individual,RCP-404028,544000,559000,15000,Cheque,Reconciled,2024-11-13,8,Revenue Manager,Yes,November,5
REV-000689,FY2024/2025,2024-12-23,RG-01,CC-031,Training Fees,Government Agency,RCP-205721,342000,325000,-17000,Online Portal,Reconciled,2025-01-06,14,Revenue Manager,Yes,December,6
REV-000690,FY2024/2025,2024-12-28,RG-04,CC-025,Inspection Fees,NGO,RCP-107742,154000,97000,-57000,Online Portal,Reconciled,2025-01-02,5,Revenue Manager,No,December,6
REV-000691,FY2024/2025,2024-09-09,RG-01,CC-001,Facility Hire,International Organisation,RCP-636462,194000,199000,5000,MPESA,Reconciled,2024-09-09,0,Revenue Manager,No,September,3
REV-000692,FY2024/2025,2025-03-14,RG-01,CC-014,Consultancy Income,NGO,RCP-149666,224000,189000,-35000,Cheque,Reconciled,2025-03-25,11,Revenue Manager,Yes,March,9
REV-000693,FY2024/2025,2025-03-05,RG-07,CC-020,Certification Fees,Government Agency,RCP-890302,253000,231000,-22000,Cheque,Reconciled,2025-03-10,5,Revenue Manager,No,March,9
REV-000694,FY2024/2025,2024-11-16,RG-04,CC-026,Certification Fees,Individual,RCP-817547,455000,330000,-125000,Cheque,Reconciled,2024-11-22,6,Revenue Manager,Yes,November,5
REV-000695,FY2024/2025,2025-06-10,RG-01,CC-007,Consultancy Income,Private Company,RCP-362658,210000,112000,-98000,Cash,Reconciled,2025-06-20,10,Revenue Manager,Yes,June,12
REV-000696,FY2024/2025,2024-08-02,RG-01,CC-010,Licensing Fees,Individual,RCP-191085,231000,253000,22000,Online Portal,Reconciled,2024-08-11,9,Revenue Manager,Yes,August,2
REV-000697,FY2024/2025,2024-08-20,RG-01,CC-010,Publication Sales,International Organisation,RCP-835024,350000,352000,2000,MPESA,Reconciled,2024-08-20,0,Revenue Manager,No,August,2
REV-000698,FY2024/2025,2025-03-07,RG-01,CC-008,Service Fees,Private Company,RCP-715785,693000,844000,151000,MPESA,Reconciled,2025-03-08,1,Revenue Manager,No,March,9
REV-000699,FY2024/2025,2025-02-25,RG-03,CC-027,Consultancy Income,NGO,RCP-315392,156000,180000,24000,MPESA,Reconciled,2025-02-28,3,Revenue Manager,No,February,8
REV-000700,FY2024/2025,2024-11-14,RG-01,CC-001,Certification Fees,Private Company,RCP-276537,642000,562000,-80000,MPESA,Reconciled,2024-11-18,4,Revenue Manager,No,November,5
REV-000701,FY2024/2025,2025-06-21,RG-02,CC-015,Facility Hire,Individual,RCP-975060,592000,607000,15000,Bank Transfer,Unreconciled,2025-07-04,13,Revenue Manager,Yes,June,12
REV-000702,FY2024/2025,2025-04-29,RG-01,CC-011,Training Fees,International Organisation,RCP-595812,695000,455000,-240000,Cheque,Reconciled,2025-05-12,13,Revenue Manager,Yes,April,10
REV-000703,FY2024/2025,2024-08-20,RG-01,CC-012,Inspection Fees,Individual,RCP-573564,177000,169000,-8000,Bank Transfer,Reconciled,2024-08-20,0,Revenue Manager,No,August,2
REV-000704,FY2024/2025,2025-02-21,RG-01,CC-002,Certification Fees,Government Agency,RCP-800291,286000,311000,25000,Online Portal,Reconciled,2025-02-22,1,Revenue Manager,No,February,8
REV-000705,FY2024/2025,2024-07-07,RG-01,CC-032,Licensing Fees,NGO,RCP-353206,678000,406000,-272000,Cheque,Pending,2024-07-15,8,Revenue Manager,Yes,July,1
REV-000706,FY2024/2025,2024-11-15,RG-02,CC-028,Licensing Fees,NGO,RCP-154161,120000,76000,-44000,Bank Transfer,Reconciled,2024-11-21,6,Revenue Manager,Yes,November,5
REV-000707,FY2024/2025,2025-06-29,RG-01,CC-001,Licensing Fees,Government Agency,RCP-790600,177000,188000,11000,Cheque,Reconciled,2025-06-29,0,Revenue Manager,No,June,12
REV-000708,FY2024/2025,2025-05-30,RG-01,CC-005,Publication Sales,Government Agency,RCP-825915,472000,463000,-9000,Bank Transfer,Reconciled,2025-06-03,4,Revenue Manager,No,May,11
REV-000709,FY2024/2025,2024-08-15,RG-01,CC-005,Facility Hire,Individual,RCP-460624,571000,565000,-6000,Online Portal,Reconciled,2024-08-16,1,Revenue Manager,No,August,2
REV-000710,FY2024/2025,2024-10-16,RG-08,CC-021,Licensing Fees,NGO,RCP-990606,600000,453000,-147000,MPESA,Pending,2024-10-21,5,Revenue Manager,No,October,4
REV-000711,FY2024/2025,2024-12-24,RG-01,CC-004,Inspection Fees,Government Agency,RCP-102259,336000,368000,32000,Cheque,Pending,2024-12-29,5,Revenue Manager,No,December,6
REV-000712,FY2024/2025,2024-09-25,RG-03,CC-027,Publication Sales,Government Agency,RCP-887970,547000,444000,-103000,Cheque,Reconciled,2024-10-09,14,Revenue Manager,Yes,September,3
REV-000713,FY2024/2025,2025-03-10,RG-07,CC-020,Publication Sales,Private Company,RCP-285079,168000,121000,-47000,Cash,Reconciled,2025-03-19,9,Revenue Manager,Yes,March,9
REV-000714,FY2024/2025,2025-05-02,RG-01,CC-002,Training Fees,Government Agency,RCP-454864,712000,587000,-125000,Cash,Reconciled,2025-05-04,2,Revenue Manager,No,May,11
REV-000715,FY2024/2025,2025-06-15,RG-01,CC-032,Service Fees,Private Company,RCP-620132,537000,418000,-119000,Bank Transfer,Reconciled,2025-06-27,12,Revenue Manager,Yes,June,12
REV-000716,FY2024/2025,2025-03-25,RG-07,CC-020,Inspection Fees,Private Company,RCP-953294,159000,130000,-29000,MPESA,Reconciled,2025-03-28,3,Revenue Manager,No,March,9
REV-000717,FY2024/2025,2025-02-02,RG-01,CC-032,Training Fees,International Organisation,RCP-122950,663000,640000,-23000,Online Portal,Reconciled,2025-02-02,0,Revenue Manager,No,February,8
REV-000718,FY2024/2025,2025-05-27,RG-01,CC-003,Consultancy Income,Government Agency,RCP-673870,462000,331000,-131000,MPESA,Reconciled,2025-05-30,3,Revenue Manager,No,May,11
REV-000719,FY2024/2025,2024-08-24,RG-01,CC-002,Publication Sales,NGO,RCP-640664,512000,433000,-79000,Online Portal,Unreconciled,2024-08-25,1,Revenue Manager,No,August,2
