AllocationID,FinancialYear,Month,FYMonthNumber,CalendarYear,BudgetVersion,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,FundSourceCode,DonorCode,ActivityCode,SubActivityCode,VoteCode,MonthlyAllocationAmount,CumulativeAllocationAmount,AllocationDate,AllocationReference,SourceDocument,CreatedByRole,CreatedDate,LastUpdatedDate
MA-000580,FY2024/2025,October,4,2024,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-2460,2719094,10876376,2024-10-01,MA-180458,BD-414569,Head of Budget,2024-09-30,2024-10-01
MA-000581,FY2024/2025,November,5,2024,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-2460,2991003,13867379,2024-11-01,MA-744883,BD-414569,Head of Budget,2024-10-27,2024-11-01
MA-000582,FY2024/2025,December,6,2024,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-2460,2447184,16314563,2024-12-01,MA-631699,BD-414569,Head of Budget,2024-11-27,2024-12-01
MA-000583,FY2024/2025,January,7,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-2460,2719094,19033657,2025-01-01,MA-585188,BD-414569,Head of Budget,2024-12-27,2025-01-01
MA-000584,FY2024/2025,February,8,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-2460,2991003,22024660,2025-02-01,MA-681242,BD-414569,Head of Budget,2025-01-31,2025-02-01
MA-000585,FY2024/2025,March,9,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-2460,3262913,25287573,2025-03-01,MA-571579,BD-414569,Head of Budget,2025-02-24,2025-03-01
MA-000586,FY2024/2025,April,10,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-2460,3534822,28822395,2025-04-01,MA-783501,BD-414569,Head of Budget,2025-03-30,2025-04-01
MA-000587,FY2024/2025,May,11,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-2460,4078641,32901036,2025-05-01,MA-437145,BD-414569,Head of Budget,2025-04-26,2025-05-01
MA-000588,FY2024/2025,June,12,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S02,V-2460,5438187,38339223,2025-06-01,MA-598733,BD-414569,Head of Budget,2025-05-27,2025-06-01
MA-000589,FY2024/2025,July,1,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,2719094,2719094,2024-07-01,MA-258189,BD-751332,Head of Budget,2024-06-30,2024-07-01
MA-000590,FY2024/2025,August,2,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,2175275,4894369,2024-08-01,MA-572407,BD-751332,Head of Budget,2024-07-31,2024-08-01
MA-000591,FY2024/2025,September,3,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,3262913,8157282,2024-09-01,MA-950360,BD-751332,Head of Budget,2024-08-29,2024-09-01
MA-000592,FY2024/2025,October,4,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,2719094,10876376,2024-10-01,MA-849014,BD-751332,Head of Budget,2024-09-30,2024-10-01
MA-000593,FY2024/2025,November,5,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,2991003,13867379,2024-11-01,MA-629057,BD-751332,Head of Budget,2024-10-30,2024-11-01
MA-000594,FY2024/2025,December,6,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,2447184,16314563,2024-12-01,MA-141043,BD-751332,Head of Budget,2024-11-29,2024-12-01
MA-000595,FY2024/2025,January,7,2025,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,2719094,19033657,2025-01-01,MA-841995,BD-751332,Head of Budget,2024-12-28,2025-01-01
MA-000596,FY2024/2025,February,8,2025,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,2991003,22024660,2025-02-01,MA-560767,BD-751332,Head of Budget,2025-01-27,2025-02-01
MA-000597,FY2024/2025,March,9,2025,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,3262913,25287573,2025-03-01,MA-648141,BD-751332,Head of Budget,2025-02-24,2025-03-01
MA-000598,FY2024/2025,April,10,2025,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,3534822,28822395,2025-04-01,MA-266457,BD-751332,Head of Budget,2025-03-29,2025-04-01
MA-000599,FY2024/2025,May,11,2025,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,4078641,32901036,2025-05-01,MA-490963,BD-751332,Head of Budget,2025-04-28,2025-05-01
MA-000600,FY2024/2025,June,12,2025,Original,PRG-13,DIR-13,CC-018,RG-05,FS-04,DON-01,ACT-030,ACT-030-S02,V-4120,5438187,38339223,2025-06-01,MA-506235,BD-751332,Head of Budget,2025-05-28,2025-06-01
MA-000601,FY2024/2025,July,1,2024,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,2719094,2719094,2024-07-01,MA-912085,BD-378082,Head of Budget,2024-06-28,2024-07-01
MA-000602,FY2024/2025,August,2,2024,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,2175275,4894369,2024-08-01,MA-811875,BD-378082,Head of Budget,2024-07-27,2024-08-01
MA-000603,FY2024/2025,September,3,2024,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,3262913,8157282,2024-09-01,MA-154909,BD-378082,Head of Budget,2024-08-29,2024-09-01
MA-000604,FY2024/2025,October,4,2024,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,2719094,10876376,2024-10-01,MA-169113,BD-378082,Head of Budget,2024-09-28,2024-10-01
MA-000605,FY2024/2025,November,5,2024,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,2991003,13867379,2024-11-01,MA-199096,BD-378082,Head of Budget,2024-10-27,2024-11-01
MA-000606,FY2024/2025,December,6,2024,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,2447184,16314563,2024-12-01,MA-811332,BD-378082,Head of Budget,2024-11-27,2024-12-01
MA-000607,FY2024/2025,January,7,2025,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,2719094,19033657,2025-01-01,MA-397949,BD-378082,Head of Budget,2024-12-29,2025-01-01
MA-000608,FY2024/2025,February,8,2025,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,2991003,22024660,2025-02-01,MA-858889,BD-378082,Head of Budget,2025-01-27,2025-02-01
MA-000609,FY2024/2025,March,9,2025,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,3262913,25287573,2025-03-01,MA-257677,BD-378082,Head of Budget,2025-02-26,2025-03-01
MA-000610,FY2024/2025,April,10,2025,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,3534822,28822395,2025-04-01,MA-185461,BD-378082,Head of Budget,2025-03-27,2025-04-01
MA-000611,FY2024/2025,May,11,2025,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,4078641,32901036,2025-05-01,MA-795847,BD-378082,Head of Budget,2025-04-29,2025-05-01
MA-000612,FY2024/2025,June,12,2025,Original,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2420,5438187,38339223,2025-06-01,MA-466813,BD-378082,Head of Budget,2025-05-29,2025-06-01
MA-000613,FY2024/2025,July,1,2024,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,2719094,2719094,2024-07-01,MA-787923,BD-487477,Head of Budget,2024-06-27,2024-07-01
MA-000614,FY2024/2025,August,2,2024,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,2175275,4894369,2024-08-01,MA-235215,BD-487477,Head of Budget,2024-07-27,2024-08-01
MA-000615,FY2024/2025,September,3,2024,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,3262913,8157282,2024-09-01,MA-843266,BD-487477,Head of Budget,2024-08-31,2024-09-01
MA-000616,FY2024/2025,October,4,2024,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,2719094,10876376,2024-10-01,MA-424620,BD-487477,Head of Budget,2024-09-26,2024-10-01
MA-000617,FY2024/2025,November,5,2024,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,2991003,13867379,2024-11-01,MA-494976,BD-487477,Head of Budget,2024-10-29,2024-11-01
MA-000618,FY2024/2025,December,6,2024,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,2447184,16314563,2024-12-01,MA-952686,BD-487477,Head of Budget,2024-11-29,2024-12-01
MA-000619,FY2024/2025,January,7,2025,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,2719094,19033657,2025-01-01,MA-802667,BD-487477,Head of Budget,2024-12-27,2025-01-01
MA-000620,FY2024/2025,February,8,2025,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,2991003,22024660,2025-02-01,MA-197992,BD-487477,Head of Budget,2025-01-28,2025-02-01
MA-000621,FY2024/2025,March,9,2025,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,3262913,25287573,2025-03-01,MA-633188,BD-487477,Head of Budget,2025-02-26,2025-03-01
MA-000622,FY2024/2025,April,10,2025,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,3534822,28822395,2025-04-01,MA-119116,BD-487477,Head of Budget,2025-03-29,2025-04-01
MA-000623,FY2024/2025,May,11,2025,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,4078641,32901036,2025-05-01,MA-423869,BD-487477,Head of Budget,2025-04-29,2025-05-01
MA-000624,FY2024/2025,June,12,2025,Original,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S02,V-2540,5438187,38339223,2025-06-01,MA-324597,BD-487477,Head of Budget,2025-05-29,2025-06-01
MA-000625,FY2024/2025,July,1,2024,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,2719094,2719094,2024-07-01,MA-903373,BD-837715,Head of Budget,2024-06-27,2024-07-01
MA-000626,FY2024/2025,August,2,2024,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,2175275,4894369,2024-08-01,MA-301332,BD-837715,Head of Budget,2024-07-30,2024-08-01
MA-000627,FY2024/2025,September,3,2024,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,3262913,8157282,2024-09-01,MA-244247,BD-837715,Head of Budget,2024-08-30,2024-09-01
MA-000628,FY2024/2025,October,4,2024,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,2719094,10876376,2024-10-01,MA-180913,BD-837715,Head of Budget,2024-09-28,2024-10-01
MA-000629,FY2024/2025,November,5,2024,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,2991003,13867379,2024-11-01,MA-985447,BD-837715,Head of Budget,2024-10-31,2024-11-01
MA-000630,FY2024/2025,December,6,2024,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,2447184,16314563,2024-12-01,MA-632351,BD-837715,Head of Budget,2024-11-26,2024-12-01
MA-000631,FY2024/2025,January,7,2025,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,2719094,19033657,2025-01-01,MA-975686,BD-837715,Head of Budget,2024-12-27,2025-01-01
MA-000632,FY2024/2025,February,8,2025,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,2991003,22024660,2025-02-01,MA-139581,BD-837715,Head of Budget,2025-01-29,2025-02-01
MA-000633,FY2024/2025,March,9,2025,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,3262913,25287573,2025-03-01,MA-903531,BD-837715,Head of Budget,2025-02-24,2025-03-01
MA-000634,FY2024/2025,April,10,2025,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,3534822,28822395,2025-04-01,MA-237414,BD-837715,Head of Budget,2025-03-27,2025-04-01
MA-000635,FY2024/2025,May,11,2025,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,4078641,32901036,2025-05-01,MA-495019,BD-837715,Head of Budget,2025-04-29,2025-05-01
MA-000636,FY2024/2025,June,12,2025,Original,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,5438187,38339223,2025-06-01,MA-270128,BD-837715,Head of Budget,2025-05-30,2025-06-01
MA-000637,FY2024/2025,July,1,2024,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,5438188,5438188,2024-07-01,MA-971728,BD-413921,Head of Budget,2024-06-26,2024-07-01
MA-000638,FY2024/2025,August,2,2024,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,4350550,9788738,2024-08-01,MA-948343,BD-413921,Head of Budget,2024-07-30,2024-08-01
MA-000639,FY2024/2025,September,3,2024,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,6525825,16314563,2024-09-01,MA-856215,BD-413921,Head of Budget,2024-08-28,2024-09-01
MA-000640,FY2024/2025,October,4,2024,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,5438188,21752751,2024-10-01,MA-145814,BD-413921,Head of Budget,2024-09-27,2024-10-01
MA-000641,FY2024/2025,November,5,2024,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,5982006,27734757,2024-11-01,MA-481995,BD-413921,Head of Budget,2024-10-30,2024-11-01
MA-000642,FY2024/2025,December,6,2024,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,4894369,32629126,2024-12-01,MA-565776,BD-413921,Head of Budget,2024-11-26,2024-12-01
MA-000643,FY2024/2025,January,7,2025,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,5438188,38067314,2025-01-01,MA-398768,BD-413921,Head of Budget,2024-12-28,2025-01-01
MA-000644,FY2024/2025,February,8,2025,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,5982006,44049320,2025-02-01,MA-345369,BD-413921,Head of Budget,2025-01-27,2025-02-01
MA-000645,FY2024/2025,March,9,2025,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,6525825,50575145,2025-03-01,MA-350786,BD-413921,Head of Budget,2025-02-26,2025-03-01
MA-000646,FY2024/2025,April,10,2025,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,7069644,57644789,2025-04-01,MA-947903,BD-413921,Head of Budget,2025-03-28,2025-04-01
MA-000647,FY2024/2025,May,11,2025,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,8157281,65802070,2025-05-01,MA-975679,BD-413921,Head of Budget,2025-04-29,2025-05-01
MA-000648,FY2024/2025,June,12,2025,Original,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2430,10876375,76678445,2025-06-01,MA-485709,BD-413921,Head of Budget,2025-05-27,2025-06-01
MA-000649,FY2024/2025,July,1,2024,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,5438188,5438188,2024-07-01,MA-561999,BD-212235,Head of Budget,2024-06-27,2024-07-01
MA-000650,FY2024/2025,August,2,2024,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,4350550,9788738,2024-08-01,MA-906814,BD-212235,Head of Budget,2024-07-29,2024-08-01
MA-000651,FY2024/2025,September,3,2024,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,6525825,16314563,2024-09-01,MA-915922,BD-212235,Head of Budget,2024-08-28,2024-09-01
MA-000652,FY2024/2025,October,4,2024,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,5438188,21752751,2024-10-01,MA-627335,BD-212235,Head of Budget,2024-09-26,2024-10-01
MA-000653,FY2024/2025,November,5,2024,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,5982006,27734757,2024-11-01,MA-538997,BD-212235,Head of Budget,2024-10-30,2024-11-01
MA-000654,FY2024/2025,December,6,2024,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,4894369,32629126,2024-12-01,MA-956572,BD-212235,Head of Budget,2024-11-29,2024-12-01
MA-000655,FY2024/2025,January,7,2025,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,5438188,38067314,2025-01-01,MA-940181,BD-212235,Head of Budget,2024-12-27,2025-01-01
MA-000656,FY2024/2025,February,8,2025,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,5982006,44049320,2025-02-01,MA-245121,BD-212235,Head of Budget,2025-01-29,2025-02-01
MA-000657,FY2024/2025,March,9,2025,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,6525825,50575145,2025-03-01,MA-154714,BD-212235,Head of Budget,2025-02-25,2025-03-01
MA-000658,FY2024/2025,April,10,2025,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,7069644,57644789,2025-04-01,MA-489244,BD-212235,Head of Budget,2025-03-27,2025-04-01
MA-000659,FY2024/2025,May,11,2025,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,8157281,65802070,2025-05-01,MA-207573,BD-212235,Head of Budget,2025-04-26,2025-05-01
MA-000660,FY2024/2025,June,12,2025,Original,PRG-12,DIR-12,CC-023,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-4110,10876375,76678445,2025-06-01,MA-992512,BD-212235,Head of Budget,2025-05-31,2025-06-01
MA-000661,FY2024/2025,July,1,2024,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,5438188,5438188,2024-07-01,MA-398910,BD-734210,Head of Budget,2024-06-30,2024-07-01
MA-000662,FY2024/2025,August,2,2024,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,4350550,9788738,2024-08-01,MA-900185,BD-734210,Head of Budget,2024-07-30,2024-08-01
MA-000663,FY2024/2025,September,3,2024,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,6525825,16314563,2024-09-01,MA-386042,BD-734210,Head of Budget,2024-08-28,2024-09-01
MA-000664,FY2024/2025,October,4,2024,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,5438188,21752751,2024-10-01,MA-638289,BD-734210,Head of Budget,2024-09-29,2024-10-01
MA-000665,FY2024/2025,November,5,2024,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,5982006,27734757,2024-11-01,MA-971415,BD-734210,Head of Budget,2024-10-28,2024-11-01
MA-000666,FY2024/2025,December,6,2024,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,4894369,32629126,2024-12-01,MA-196168,BD-734210,Head of Budget,2024-11-29,2024-12-01
MA-000667,FY2024/2025,January,7,2025,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,5438188,38067314,2025-01-01,MA-956375,BD-734210,Head of Budget,2024-12-28,2025-01-01
MA-000668,FY2024/2025,February,8,2025,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,5982006,44049320,2025-02-01,MA-466566,BD-734210,Head of Budget,2025-01-31,2025-02-01
MA-000669,FY2024/2025,March,9,2025,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,6525825,50575145,2025-03-01,MA-535050,BD-734210,Head of Budget,2025-02-28,2025-03-01
MA-000670,FY2024/2025,April,10,2025,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,7069644,57644789,2025-04-01,MA-515712,BD-734210,Head of Budget,2025-03-27,2025-04-01
MA-000671,FY2024/2025,May,11,2025,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,8157281,65802070,2025-05-01,MA-492127,BD-734210,Head of Budget,2025-04-29,2025-05-01
MA-000672,FY2024/2025,June,12,2025,Original,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S03,V-2310,10876375,76678445,2025-06-01,MA-504924,BD-734210,Head of Budget,2025-05-31,2025-06-01
MA-000673,FY2024/2025,July,1,2024,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,5438188,5438188,2024-07-01,MA-493124,BD-994343,Head of Budget,2024-06-29,2024-07-01
MA-000674,FY2024/2025,August,2,2024,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,4350550,9788738,2024-08-01,MA-129556,BD-994343,Head of Budget,2024-07-29,2024-08-01
MA-000675,FY2024/2025,September,3,2024,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,6525825,16314563,2024-09-01,MA-203896,BD-994343,Head of Budget,2024-08-29,2024-09-01
MA-000676,FY2024/2025,October,4,2024,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,5438188,21752751,2024-10-01,MA-929822,BD-994343,Head of Budget,2024-09-29,2024-10-01
MA-000677,FY2024/2025,November,5,2024,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,5982006,27734757,2024-11-01,MA-244283,BD-994343,Head of Budget,2024-10-31,2024-11-01
MA-000678,FY2024/2025,December,6,2024,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,4894369,32629126,2024-12-01,MA-400814,BD-994343,Head of Budget,2024-11-27,2024-12-01
MA-000679,FY2024/2025,January,7,2025,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,5438188,38067314,2025-01-01,MA-829884,BD-994343,Head of Budget,2024-12-30,2025-01-01
MA-000680,FY2024/2025,February,8,2025,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,5982006,44049320,2025-02-01,MA-895702,BD-994343,Head of Budget,2025-01-28,2025-02-01
MA-000681,FY2024/2025,March,9,2025,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,6525825,50575145,2025-03-01,MA-570392,BD-994343,Head of Budget,2025-02-24,2025-03-01
MA-000682,FY2024/2025,April,10,2025,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,7069644,57644789,2025-04-01,MA-105506,BD-994343,Head of Budget,2025-03-31,2025-04-01
MA-000683,FY2024/2025,May,11,2025,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,8157281,65802070,2025-05-01,MA-119927,BD-994343,Head of Budget,2025-04-28,2025-05-01
MA-000684,FY2024/2025,June,12,2025,Original,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,10876375,76678445,2025-06-01,MA-326130,BD-994343,Head of Budget,2025-05-30,2025-06-01
MA-000685,FY2024/2025,July,1,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-028,ACT-028-S02,V-2120,5438188,5438188,2024-07-01,MA-675462,BD-196781,Head of Budget,2024-06-26,2024-07-01
MA-000686,FY2024/2025,August,2,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-028,ACT-028-S02,V-2120,4350550,9788738,2024-08-01,MA-653408,BD-196781,Head of Budget,2024-07-28,2024-08-01
MA-000687,FY2024/2025,September,3,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-028,ACT-028-S02,V-2120,6525825,16314563,2024-09-01,MA-216587,BD-196781,Head of Budget,2024-08-29,2024-09-01
MA-000688,FY2024/2025,October,4,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-028,ACT-028-S02,V-2120,5438188,21752751,2024-10-01,MA-349183,BD-196781,Head of Budget,2024-09-28,2024-10-01
MA-000689,FY2024/2025,November,5,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-028,ACT-028-S02,V-2120,5982006,27734757,2024-11-01,MA-227767,BD-196781,Head of Budget,2024-10-31,2024-11-01
MA-000690,FY2024/2025,December,6,2024,Original,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-028,ACT-028-S02,V-2120,4894369,32629126,2024-12-01,MA-350021,BD-196781,Head of Budget,2024-11-27,2024-12-01
