TransactionID,FinancialYear,TransactionDate,PostingDate,DocumentNumber,InvoiceNumber,SupplierID,SupplierCategory,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,FundSourceCode,DonorCode,ActivityCode,SubActivityCode,VoteCode,ProcurementCategory,Description,GrossAmount,TaxAmount,NetAmount,CommitmentReference,PurchaseOrderReference,PaymentVoucherReference,PaymentStatus,PaymentDate,AccountingPeriod,EnteredByRole,ApprovedByRole,SourceSystem,DataQualityFlag
TXN-0006947,FY2024/2025,2025-05-22,2025-05-24,DOC-774354,INV-432750,SUP-5472,Construction,PRG-13,DIR-13,CC-021,RG-08,FS-04,DON-01,ACT-030,ACT-030-S02,V-2460,Training,Training - Community Outreach,762000,0,762000,,PO-927919,PV-798703,Pending Payment,,FY2024/2025-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006948,FY2024/2025,2024-10-16,2024-10-21,DOC-613609,INV-964135,SUP-9531,Printing and Stationery,PRG-04,DIR-04,CC-004,RG-01,FS-01,DON-00,ACT-008,ACT-008-S01,V-3130,Cleaning Services,Cleaning Services - Staff Recruitment and Selection,241000,38600,202400,CMT-411510,PO-257094,PV-128820,Pending Payment,,FY2024/2025-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006949,FY2024/2025,2025-02-14,2025-02-18,DOC-409804,INV-962186,SUP-7139,Security Services,PRG-13,DIR-13,CC-020,RG-07,FS-01,DON-00,ACT-030,ACT-030-S01,V-2430,Equipment,Equipment - Community Outreach,103000,0,103000,,PO-981076,PV-401695,Paid,2025-03-02,FY2024/2025-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006950,FY2024/2025,2025-03-01,2025-03-06,DOC-808690,INV-907691,SUP-3057,Construction,PRG-12,DIR-12,CC-025,RG-04,FS-04,DON-01,ACT-027,ACT-027-S01,V-3140,Equipment,Equipment - Infrastructure Construction,134000,21400,112600,,PO-406342,PV-295037,Paid,2025-04-05,FY2024/2025-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006951,FY2024/2025,2024-09-07,2024-09-12,DOC-363145,INV-950734,SUP-7520,Consultancy,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-5130,Professional Services,Professional Services - Equipment Maintenance and Repair,588000,0,588000,,PO-862363,PV-655176,Paid,2024-10-02,FY2024/2025-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006952,FY2024/2025,2024-08-06,2024-08-09,DOC-461926,INV-412878,SUP-7919,ICT Services,PRG-04,DIR-04,CC-004,RG-01,FS-01,DON-00,ACT-037,ACT-037-S02,V-2460,Printing and Stationery,Printing and Stationery - Fleet Management,110000,0,110000,,PO-870495,PV-551002,Paid,2024-09-23,FY2024/2025-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006953,FY2024/2025,2024-10-20,2024-10-22,DOC-545708,INV-845235,SUP-7267,Fuel and Lubricants,PRG-11,DIR-11,CC-030,RG-07,FS-02,DON-00,ACT-026,ACT-026-S02,V-4120,Maintenance,Maintenance - Equipment Maintenance and Repair,239000,0,239000,,PO-438015,PV-836802,Paid,2024-11-22,FY2024/2025-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006954,FY2024/2025,2024-08-07,2024-08-12,DOC-605974,INV-969029,SUP-2205,Equipment,PRG-12,DIR-12,CC-023,RG-01,FS-03,DON-00,ACT-027,ACT-027-S02,V-2540,Medical Supplies,Medical Supplies - Infrastructure Construction,198000,0,198000,,,PV-491708,Paid,2024-08-29,FY2024/2025-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006955,FY2024/2025,2025-05-29,2025-06-01,DOC-303131,INV-614677,SUP-6093,Security Services,PRG-08,DIR-08,CC-008,RG-01,FS-01,DON-00,ACT-020,ACT-020-S03,V-2210,Security Services,Security Services - Risk Assessment and Management,486000,0,486000,CMT-464592,,PV-802758,Paid,2025-06-15,FY2024/2025-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006956,FY2024/2025,2025-06-18,2025-06-19,DOC-446619,INV-519246,SUP-6721,Fuel and Lubricants,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-027,ACT-027-S02,V-2430,Training,Training - Infrastructure Construction,941000,0,941000,,,PV-573265,Paid,2025-07-24,FY2024/2025-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006957,FY2024/2025,2024-09-30,2024-10-02,DOC-609157,INV-631542,SUP-6526,Construction,PRG-09,DIR-09,CC-009,RG-01,FS-01,DON-00,ACT-022,ACT-022-S02,V-2250,Medical Supplies,Medical Supplies - Stakeholder Engagement,383000,61300,321700,,PO-252879,PV-447725,Paid,2024-11-09,FY2024/2025-M03,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0006958,FY2024/2025,2024-09-30,2024-10-03,DOC-140266,INV-234662,SUP-1909,Equipment,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2340,Professional Services,Professional Services - Infrastructure Construction,305000,48800,256200,,PO-735758,PV-310454,Cancelled,,FY2024/2025-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006959,FY2024/2025,2024-11-30,2024-12-04,DOC-246116,INV-534727,SUP-4217,Printing and Stationery,PRG-05,DIR-05,CC-005,RG-01,FS-02,DON-00,ACT-036,ACT-036-S01,V-2440,Consultancy,Consultancy - Asset Management,400000,0,400000,,PO-950115,PV-134896,Paid,2024-12-14,FY2024/2025-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006960,FY2024/2025,2025-06-17,2025-06-20,DOC-331876,INV-665091,SUP-8048,Consultancy,PRG-11,DIR-11,CC-029,RG-02,FS-02,DON-00,ACT-025,ACT-025-S02,V-2120,Printing and Stationery,Printing and Stationery - Technical Service Delivery,1091000,0,1091000,,PO-732339,PV-716397,Paid,2025-07-23,FY2024/2025-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006961,FY2024/2025,2025-04-05,2025-04-06,DOC-406468,INV-140526,SUP-2417,Professional Services,PRG-05,DIR-05,CC-005,RG-01,FS-05,DON-04,ACT-011,ACT-011-S01,V-2430,Office Furniture,Office Furniture - Procurement Planning,714000,0,714000,CMT-318939,PO-713813,PV-716121,Paid,2025-05-01,FY2024/2025-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006962,FY2024/2025,2025-03-14,2025-03-16,DOC-605617,INV-331361,SUP-6374,Fuel and Lubricants,PRG-12,DIR-12,CC-028,RG-02,FS-05,DON-03,ACT-027,ACT-027-S01,V-2310,Utilities,Utilities - Infrastructure Construction,486000,77800,408200,CMT-630320,PO-140891,PV-504636,Paid,2025-03-27,FY2024/2025-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006963,FY2024/2025,2025-06-06,2025-06-07,DOC-477844,INV-842649,SUP-1475,Travel and Accommodation,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-040,ACT-040-S03,V-2460,ICT Services,ICT Services - Environmental and Social Safeguards,226000,0,226000,CMT-922810,PO-601719,PV-746480,Pending Payment,,FY2024/2025-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006964,FY2024/2025,2024-12-15,2024-12-20,DOC-390076,INV-854793,SUP-2955,Equipment,PRG-01,DIR-01,CC-001,RG-01,FS-01,DON-00,ACT-001,ACT-001-S02,V-2340,Professional Services,Professional Services - General Management and Administration,276000,0,276000,CMT-530085,PO-847704,PV-405751,Paid,2025-01-22,FY2024/2025-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006965,FY2024/2025,2024-08-22,2024-08-22,DOC-353119,INV-945818,SUP-1544,Maintenance,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S01,V-2310,Office Furniture,Office Furniture - Infrastructure Construction,281000,0,281000,CMT-218401,PO-846068,PV-339042,Paid,2024-10-05,FY2024/2025-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006966,FY2024/2025,2024-07-17,2024-07-21,DOC-955540,INV-196771,SUP-2629,Security Services,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S01,V-2540,Security Services,Security Services - Regional Service Coordination,421000,67400,353600,CMT-526656,,PV-381986,Paid,2024-08-02,FY2024/2025-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006967,FY2024/2025,2024-12-08,2024-12-13,DOC-928925,INV-130512,SUP-5556,Maintenance,PRG-12,DIR-12,CC-023,RG-01,FS-02,DON-00,ACT-040,ACT-040-S02,V-5110,Fuel and Lubricants,Fuel and Lubricants - Environmental and Social Safeguards,348000,55700,292300,CMT-369449,PO-751933,PV-976007,Paid,2025-01-14,FY2024/2025-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006968,FY2024/2025,2025-05-21,2025-05-24,DOC-907113,INV-903567,SUP-8159,Travel and Accommodation,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-028,ACT-028-S01,V-2390,Equipment,Equipment - Project Management,810000,129600,680400,,,PV-977662,Cancelled,,FY2024/2025-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006969,FY2024/2025,2024-12-29,2025-01-02,DOC-544620,INV-647230,SUP-3266,Printing and Stationery,PRG-08,DIR-08,CC-008,RG-01,FS-03,DON-00,ACT-019,ACT-019-S02,V-2210,Office Furniture,Office Furniture - Internal Audit Programmes,357000,0,357000,CMT-396664,PO-586287,PV-183275,Paid,2025-01-12,FY2024/2025-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006970,FY2024/2025,2025-03-12,2025-03-17,DOC-860078,INV-773903,SUP-4353,ICT Services,PRG-12,DIR-12,CC-022,RG-02,FS-02,DON-00,ACT-028,ACT-028-S02,V-2530,Construction,Construction - Project Management,212000,33900,178100,CMT-495296,,PV-676876,Paid,2025-03-22,FY2024/2025-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006971,FY2024/2025,2025-03-28,2025-03-31,DOC-245968,INV-343460,SUP-1599,Equipment,PRG-04,DIR-04,CC-004,RG-01,FS-02,DON-00,ACT-008,ACT-008-S02,V-3140,Printing and Stationery,Printing and Stationery - Staff Recruitment and Selection,213000,0,213000,CMT-214220,PO-350234,PV-317686,Paid,2025-05-02,FY2024/2025-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006972,FY2024/2025,2024-07-24,2024-07-27,DOC-483517,INV-707388,SUP-4293,Training,PRG-07,DIR-07,CC-007,RG-01,FS-01,DON-00,ACT-017,ACT-017-S01,V-2250,Printing and Stationery,Printing and Stationery - Legal Advisory Services,306000,0,306000,,PO-153904,PV-697203,Paid,2024-08-27,FY2024/2025-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006973,FY2024/2025,2024-10-29,2024-10-31,DOC-847872,INV-189871,SUP-5144,Construction,PRG-12,DIR-12,CC-028,RG-02,FS-04,DON-02,ACT-027,ACT-027-S02,V-3130,Utilities,Utilities - Infrastructure Construction,469000,0,469000,,PO-610423,PV-675067,Paid,2024-12-08,FY2024/2025-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006974,FY2024/2025,2025-01-10,2025-01-14,DOC-113180,INV-286371,SUP-8357,Training,PRG-04,DIR-04,CC-004,RG-01,FS-02,DON-00,ACT-009,ACT-009-S03,V-5110,Utilities,Utilities - Training and Capacity Building,562000,0,562000,CMT-753755,PO-123465,PV-198724,Paid,2025-02-04,FY2024/2025-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006975,FY2024/2025,2025-04-16,2025-04-16,DOC-492791,INV-765526,SUP-7668,Maintenance,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2250,Professional Services,Professional Services - Equipment Maintenance and Repair,219000,35000,184000,,PO-805704,PV-679207,Paid,2025-05-20,FY2024/2025-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006976,FY2024/2025,2025-02-26,2025-03-02,DOC-647879,INV-876142,SUP-3933,Consultancy,PRG-06,DIR-06,CC-006,RG-01,FS-01,DON-00,ACT-016,ACT-016-S01,V-2230,Office Furniture,Office Furniture - Cybersecurity and Data Protection,120000,0,120000,CMT-827895,PO-642427,PV-359651,Pending Payment,,FY2024/2025-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006977,FY2024/2025,2024-07-03,2024-07-06,DOC-964190,INV-958675,SUP-9950,Construction,PRG-11,DIR-11,CC-031,RG-01,FS-02,DON-00,ACT-026,ACT-026-S03,V-2540,Medical Supplies,Medical Supplies - Equipment Maintenance and Repair,450000,72000,378000,CMT-741752,,PV-197344,Paid,2024-08-01,FY2024/2025-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006978,FY2024/2025,2025-02-18,2025-02-23,DOC-667294,INV-331935,SUP-1284,Construction,PRG-12,DIR-12,CC-023,RG-01,FS-01,DON-00,ACT-027,ACT-027-S02,V-4130,ICT Services,ICT Services - Infrastructure Construction,464000,0,464000,,PO-172686,PV-803850,Paid,2025-04-02,FY2024/2025-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006979,FY2024/2025,2024-09-27,2024-10-01,DOC-433762,INV-493156,SUP-7377,Consultancy,PRG-08,DIR-08,CC-008,RG-01,FS-01,DON-00,ACT-019,ACT-019-S01,V-2540,Professional Services,Professional Services - Internal Audit Programmes,586000,0,586000,CMT-499190,PO-784953,PV-344063,Cancelled,,FY2024/2025-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006980,FY2024/2025,2024-09-15,2024-09-17,DOC-137344,INV-968542,SUP-5792,Equipment,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-027,ACT-027-S01,V-2230,Security Services,Security Services - Infrastructure Construction,306000,0,306000,CMT-236937,,PV-826846,Pending Payment,,FY2024/2025-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006981,FY2024/2025,2024-10-17,2024-10-22,DOC-950198,INV-712279,SUP-7266,Consultancy,PRG-02,DIR-02,CC-002,RG-01,FS-03,DON-00,ACT-035,ACT-035-S02,V-2360,Consultancy,Consultancy - Revenue Collection and Management,334000,0,334000,,PO-866318,PV-458877,Paid,2024-11-22,FY2024/2025-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006982,FY2024/2025,2024-11-25,2024-11-26,DOC-754328,INV-577997,SUP-6029,Training,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2380,Security Services,Security Services - Infrastructure Construction,625000,0,625000,,,PV-833575,Paid,2024-12-13,FY2024/2025-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006983,FY2024/2025,2024-10-01,2024-10-03,DOC-574603,INV-790744,SUP-4429,Training,PRG-12,DIR-12,CC-025,RG-04,FS-05,DON-01,ACT-040,ACT-040-S03,V-3140,Consultancy,Consultancy - Environmental and Social Safeguards,600000,0,600000,CMT-460714,PO-677832,PV-789308,Paid,2024-11-11,FY2024/2025-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006984,FY2024/2025,2024-12-16,2024-12-17,DOC-489075,INV-778246,SUP-7120,Printing and Stationery,PRG-12,DIR-12,CC-026,RG-04,FS-03,DON-00,ACT-027,ACT-027-S01,V-2410,Professional Services,Professional Services - Infrastructure Construction,375000,0,375000,,PO-577028,PV-610809,Paid,2024-12-23,FY2024/2025-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006985,FY2024/2025,2025-03-18,2025-03-22,DOC-880650,INV-459661,SUP-8611,Training,PRG-13,DIR-13,CC-019,RG-06,FS-05,DON-03,ACT-030,ACT-030-S01,V-2220,Construction,Construction - Community Outreach,423000,67700,355300,,PO-963336,PV-842808,Pending Payment,,FY2024/2025-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006986,FY2024/2025,2024-08-25,2024-08-28,DOC-465681,INV-896664,SUP-8663,Utilities,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-004,ACT-004-S04,V-2330,Maintenance,Maintenance - Budget Preparation and Management,211000,0,211000,,PO-174709,PV-202373,Paid,2024-10-04,FY2024/2025-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006987,FY2024/2025,2024-07-20,2024-07-21,DOC-996835,INV-319470,SUP-8515,ICT Services,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S03,V-2230,Travel and Accommodation,Travel and Accommodation - Regional Service Coordination,420000,0,420000,CMT-796981,,PV-554456,Paid,2024-08-14,FY2024/2025-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006988,FY2024/2025,2025-02-22,2025-02-23,DOC-585851,INV-915316,SUP-8790,ICT Services,PRG-06,DIR-06,CC-006,RG-01,FS-01,DON-00,ACT-015,ACT-015-S02,V-2340,Maintenance,Maintenance - ICT Infrastructure Maintenance,268000,0,268000,,PO-630857,PV-187013,Paid,2025-03-17,FY2024/2025-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006989,FY2024/2025,2025-03-28,2025-03-29,DOC-775468,INV-710736,SUP-4923,Fuel and Lubricants,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2240,Consultancy,Consultancy - Community Outreach,525000,84000,441000,CMT-605516,,PV-235817,Paid,2025-04-09,FY2024/2025-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006990,FY2024/2025,2024-07-09,2024-07-10,DOC-304610,INV-196249,SUP-3478,Equipment,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-025,ACT-025-S01,V-2110,Printing and Stationery,Printing and Stationery - Technical Service Delivery,450000,72000,378000,,PO-221209,PV-954995,Paid,2024-08-23,FY2024/2025-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006991,FY2024/2025,2024-11-26,2024-11-29,DOC-679977,INV-187454,SUP-7300,Equipment,PRG-11,DIR-11,CC-011,RG-01,FS-02,DON-00,ACT-026,ACT-026-S03,V-2220,Maintenance,Maintenance - Equipment Maintenance and Repair,121000,19400,101600,,PO-564668,PV-736388,Paid,2025-01-07,FY2024/2025-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006992,FY2024/2025,2025-04-24,2025-04-26,DOC-906238,INV-343332,SUP-6987,Consultancy,PRG-02,DIR-02,CC-002,RG-01,FS-02,DON-00,ACT-004,ACT-004-S03,V-2390,Printing and Stationery,Printing and Stationery - Budget Preparation and Management,208000,33300,174700,CMT-291212,PO-402395,PV-453984,Paid,2025-05-04,FY2024/2025-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006993,FY2024/2025,2025-02-17,2025-02-18,DOC-427999,INV-911735,SUP-5061,Training,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S03,V-2340,Travel and Accommodation,Travel and Accommodation - Regional Service Coordination,140000,0,140000,,PO-129989,PV-237887,Paid,2025-03-05,FY2024/2025-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006994,FY2024/2025,2025-03-19,2025-03-20,DOC-318562,INV-812687,SUP-3241,Equipment,PRG-13,DIR-13,CC-018,RG-05,FS-03,DON-00,ACT-029,ACT-029-S03,V-2440,Office Furniture,Office Furniture - Regional Service Coordination,493000,0,493000,CMT-399599,PO-562631,PV-196379,Paid,2025-04-22,FY2024/2025-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006995,FY2024/2025,2025-06-18,2025-06-18,DOC-446261,INV-206901,SUP-7916,Printing and Stationery,PRG-13,DIR-13,CC-021,RG-08,FS-05,DON-01,ACT-030,ACT-030-S02,V-2310,Medical Supplies,Medical Supplies - Community Outreach,168000,0,168000,,PO-779796,PV-344831,Paid,2025-07-07,FY2024/2025-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006996,FY2024/2025,2024-08-03,2024-08-04,DOC-567395,INV-168498,SUP-9401,Security Services,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-030,ACT-030-S02,V-2390,Office Furniture,Office Furniture - Community Outreach,324000,0,324000,,,PV-358805,Paid,2024-09-08,FY2024/2025-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006997,FY2024/2025,2024-08-21,2024-08-26,DOC-739244,INV-957759,SUP-3556,Consultancy,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-004,ACT-004-S04,V-5110,Medical Supplies,Medical Supplies - Budget Preparation and Management,223000,35700,187300,CMT-939549,,PV-792048,Pending Payment,,FY2024/2025-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006998,FY2024/2025,2025-02-19,2025-02-22,DOC-849729,INV-960626,SUP-2576,Training,PRG-01,DIR-01,CC-001,RG-01,FS-01,DON-00,ACT-039,ACT-039-S02,V-3130,Equipment,Equipment - Security Services,55000,0,55000,CMT-538823,,PV-351012,Paid,2025-03-09,FY2024/2025-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0006999,FY2024/2025,2025-01-09,2025-01-12,DOC-919531,INV-284505,SUP-3968,Security Services,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S03,V-2390,Office Furniture,Office Furniture - Regional Service Coordination,67000,0,67000,CMT-102073,PO-914478,PV-393026,Paid,2025-01-19,FY2024/2025-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007000,FY2024/2025,2024-07-22,2024-07-24,DOC-446632,INV-481414,SUP-5865,Training,PRG-13,DIR-13,CC-021,RG-08,FS-04,DON-04,ACT-029,ACT-029-S01,V-5130,Fuel and Lubricants,Fuel and Lubricants - Regional Service Coordination,572000,0,572000,,PO-510824,PV-797179,Paid,2024-08-11,FY2024/2025-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007001,FY2024/2025,2024-11-27,2024-12-02,DOC-253982,INV-140715,SUP-6945,Security Services,PRG-12,DIR-12,CC-022,RG-02,FS-02,DON-00,ACT-028,ACT-028-S01,V-2120,Equipment,Equipment - Project Management,563000,0,563000,CMT-636930,PO-995166,PV-594130,Pending Payment,,FY2024/2025-M05,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0007002,FY2024/2025,2025-06-30,2025-07-04,DOC-421056,INV-230281,SUP-6164,Training,PRG-11,DIR-11,CC-032,RG-01,FS-02,DON-00,ACT-026,ACT-026-S01,V-2440,Security Services,Security Services - Equipment Maintenance and Repair,700000,112000,588000,CMT-158977,PO-803769,PV-445691,Paid,2025-07-11,FY2024/2025-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007003,FY2024/2025,2025-06-12,2025-06-13,DOC-907181,INV-320170,SUP-5243,Training,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-027,ACT-027-S01,V-3140,Maintenance,Maintenance - Infrastructure Construction,792000,126700,665300,CMT-143681,PO-982447,PV-234215,Paid,2025-06-24,FY2024/2025-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007004,FY2024/2025,2024-08-20,2024-08-22,DOC-543757,INV-564082,SUP-2575,Utilities,PRG-13,DIR-13,CC-018,RG-05,FS-01,DON-00,ACT-030,ACT-030-S01,V-5120,Construction,Construction - Community Outreach,299000,47800,251200,,PO-640333,PV-101306,Paid,2024-09-15,FY2024/2025-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007005,FY2024/2025,2024-10-07,2024-10-10,DOC-708110,INV-909495,SUP-9388,Construction,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-040,ACT-040-S03,V-2340,Medical Supplies,Medical Supplies - Environmental and Social Safeguards,597000,0,597000,CMT-745181,PO-110685,PV-105475,Paid,2024-10-26,FY2024/2025-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007006,FY2024/2025,2024-10-11,2024-10-15,DOC-559785,INV-286181,SUP-3729,Equipment,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-029,ACT-029-S03,V-2380,Cleaning Services,Cleaning Services - Regional Service Coordination,108000,0,108000,,,PV-153513,Paid,2024-10-29,FY2024/2025-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007007,FY2024/2025,2024-12-14,2024-12-15,DOC-684581,INV-450940,SUP-9611,Professional Services,PRG-11,DIR-11,CC-031,RG-01,FS-02,DON-00,ACT-026,ACT-026-S03,V-5130,Medical Supplies,Medical Supplies - Equipment Maintenance and Repair,463000,0,463000,,,PV-637519,Paid,2025-01-02,FY2024/2025-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007008,FY2024/2025,2025-04-05,2025-04-08,DOC-519377,INV-165264,SUP-2738,Training,PRG-13,DIR-13,CC-020,RG-07,FS-02,DON-00,ACT-029,ACT-029-S03,V-3140,Professional Services,Professional Services - Regional Service Coordination,731000,117000,614000,,PO-337053,PV-364515,Paid,2025-04-23,FY2024/2025-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007009,FY2024/2025,2025-04-23,2025-04-23,DOC-603945,INV-659866,SUP-5810,Consultancy,PRG-12,DIR-12,CC-023,RG-01,FS-01,DON-00,ACT-027,ACT-027-S02,V-2460,Cleaning Services,Cleaning Services - Infrastructure Construction,558000,89300,468700,CMT-710995,,PV-867617,Pending Payment,,FY2024/2025-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007010,FY2024/2025,2024-07-04,2024-07-04,DOC-653380,INV-925173,SUP-7268,Fuel and Lubricants,PRG-12,DIR-12,CC-012,RG-01,FS-04,DON-03,ACT-040,ACT-040-S03,V-2310,Office Furniture,Office Furniture - Environmental and Social Safeguards,92000,0,92000,,PO-215083,PV-917085,Paid,2024-07-09,FY2024/2025-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007011,FY2024/2025,2024-07-31,2024-08-03,DOC-799764,INV-320107,SUP-7167,Maintenance,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-027,ACT-027-S02,V-2230,Construction,Construction - Infrastructure Construction,113000,18100,94900,CMT-246382,,PV-699237,Paid,2024-08-19,FY2024/2025-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007012,FY2024/2025,2025-04-09,2025-04-12,DOC-584026,INV-571164,SUP-9203,ICT Services,PRG-06,DIR-06,CC-006,RG-01,FS-01,DON-00,ACT-016,ACT-016-S03,V-4120,Cleaning Services,Cleaning Services - Cybersecurity and Data Protection,128000,0,128000,,PO-587488,PV-273273,Paid,2025-05-15,FY2024/2025-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007013,FY2024/2025,2025-01-31,2025-02-05,DOC-698859,INV-245735,SUP-3998,Travel and Accommodation,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2340,Office Furniture,Office Furniture - Regional Service Coordination,593000,0,593000,CMT-355834,PO-284456,PV-134005,Paid,2025-02-22,FY2024/2025-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0007014,FY2024/2025,2025-03-11,2025-03-13,DOC-473780,INV-589562,SUP-7318,Utilities,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-006,ACT-006-S02,V-2530,ICT Services,ICT Services - Strategic Planning,671000,107400,563600,CMT-711227,PO-794177,PV-217969,Paid,2025-04-20,FY2024/2025-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
